id	filename	md5	size	state
62125786-a7b8-4e64-9a92-c5529c7f0513	62125786-a7b8-4e64-9a92-c5529c7f0513/d5298316-6bf8-4693-b318-367333ba927c.mirbase21.mirnas.quantification.txt	f38b94b8de46a2f282960d46f33a7b6d	50465	validated
70022e75-138e-4ecc-88e4-66dc27dc65e3	70022e75-138e-4ecc-88e4-66dc27dc65e3/812ac540-e3b1-44b2-bdbc-10f33a3854c8.mirbase21.mirnas.quantification.txt	a09f0dcd193498359e322d942a314b82	50549	validated
711b5671-1791-4d84-b40a-e2b57dc9b636	711b5671-1791-4d84-b40a-e2b57dc9b636/4405ddb2-7ebb-4fb8-8490-0a9d6b31d7e0.mirbase21.mirnas.quantification.txt	89ed5cfeeb1d32e3b5e8167b22420bef	50462	validated
7166a2f6-51b5-42dd-9cdd-ea8cedc8dedf	7166a2f6-51b5-42dd-9cdd-ea8cedc8dedf/ae712fe6-26cf-4c99-abfd-85807308e6c3.mirbase21.mirnas.quantification.txt	3b43194bca20d7adb595e6fb7259da01	50850	validated
85cb25ea-006a-45cc-9224-f1a58cc71096	85cb25ea-006a-45cc-9224-f1a58cc71096/f3f28c92-0626-4367-8ce2-f090a28058c7.mirbase21.mirnas.quantification.txt	f874e49396ffed546e9c29ce40232fbd	50764	validated
96899d00-eb11-4dc1-a4d6-09e1cc5c023e	96899d00-eb11-4dc1-a4d6-09e1cc5c023e/e5ffe034-d57c-4e87-b767-4a220929b5fc.mirbase21.mirnas.quantification.txt	a4203263bd5b3580b13a706c2cae4b63	50652	validated
b06e2b3b-a2de-4ecb-ad98-57cec94c74b0	b06e2b3b-a2de-4ecb-ad98-57cec94c74b0/92a253c1-69cf-4a27-912b-6af76e5a4a38.mirbase21.mirnas.quantification.txt	460defc268b4f6a139eb09b3696f36ee	50447	validated
b306669d-70d4-41bf-810d-7cba5f11a86b	b306669d-70d4-41bf-810d-7cba5f11a86b/e9c19227-67ca-4554-811a-fd3fba5e6879.mirbase21.mirnas.quantification.txt	9e6913e38ed3a5b0c31107f8d31b5436	50477	validated
b4b3d23e-4009-49d1-bacb-1accbcc0f4bd	b4b3d23e-4009-49d1-bacb-1accbcc0f4bd/cbdd1e7f-d48e-4ed2-ac11-ffd83d9c2825.mirbase21.mirnas.quantification.txt	6482e3e9d7660c5d013f69375684e2bc	50756	validated
b677ee5f-5876-4a91-963c-7c0ecba60468	b677ee5f-5876-4a91-963c-7c0ecba60468/d5e5a932-250a-4ecf-a7df-b9931b363d44.mirbase21.mirnas.quantification.txt	6c8fd644d4d45c80c50bc158d33fc4f7	50543	validated
c11427d5-38a3-41f1-b818-f29fda3d600c	c11427d5-38a3-41f1-b818-f29fda3d600c/8ebace6f-38ef-4a0d-8ff7-de974e0bc4ef.mirbase21.mirnas.quantification.txt	5b65118c3985774ca54541ad7ba48f76	50809	validated
d2022c6d-bb1b-4c79-bcf7-b8b825d83350	d2022c6d-bb1b-4c79-bcf7-b8b825d83350/6f6fb7fa-deb9-47a3-8dcf-175452e3af60.mirbase21.mirnas.quantification.txt	726cf7db964e7407f4a7d464106fab26	50434	validated
d31d5755-d68d-46ea-8340-fd6f4dbe9612	d31d5755-d68d-46ea-8340-fd6f4dbe9612/0dbad73a-7ac2-4db0-a384-3d71e6f875bb.mirbase21.mirnas.quantification.txt	f9fd4fccb75c3cad0044ae8cc9ea0765	50832	validated
d7d1e625-27f8-4112-a96f-983712bfee9d	d7d1e625-27f8-4112-a96f-983712bfee9d/b6797444-c4a2-4bd6-a202-2f2acdd8b241.mirbase21.mirnas.quantification.txt	1b2ac875d048b2aa62a1a25dbe497f36	50711	validated
e20325ff-83a0-4c69-8c42-527ac826da92	e20325ff-83a0-4c69-8c42-527ac826da92/507c399d-91ec-4595-b088-801a75ed21df.mirbase21.mirnas.quantification.txt	82e4f97ba7bc54967ade8f92c8498edc	50393	validated
e563c515-d765-444f-8fa7-3b91e20607cd	e563c515-d765-444f-8fa7-3b91e20607cd/3a21ffca-914c-4dbb-937c-95c42feac63a.mirbase21.mirnas.quantification.txt	9b495926267623d1b447d27ab5f63d58	50820	validated
